category,type of issue,funds lost,rugged_date,symbol,name,id,price_float,market_cap_float,volume,wasrekt,contract_chain,contract_address
Token,Rugpull,"$42,000",2023-08-06,coin,coin token rug ...,swapbased-coin,0.003361045,,,1,base,0x2156006a207a793b4069a2b72be58dc2bd759232
Token,Rugpull,$396,2020-12-07,gold,goldenfarm,swords-and-dungeons-gold,0.020953665,,74217.0,1,ethereum,0xa78bcbb74b822e74a847897d2d1d2d5ee2c76bd8
Token,Rugpull,$396,2020-12-07,gold,goldenfarm,swords-and-dungeons-gold,0.020844105,,,1,ethereum,0xa78bcbb74b822e74a847897d2d1d2d5ee2c76bd8
Token,Rugpull,"$740,809",2023-10-25,l,fake linea toke...,take-the-l,1.1505e-05,,55.68,1,solana,4mE8keRGoGskVfgkDwXLvADNirsav3sUWTHyTbHEpump
Token,Rugpull,"$740,809",2023-10-25,l,fake linea toke...,take-the-l,1.053e-05,,,1,solana,4mE8keRGoGskVfgkDwXLvADNirsav3sUWTHyTbHEpump
Token,Rugpull,,2021-08-30,tama,tamagochiswap,tamadoge,0.021261955,,2630168.0,1,polygon-pos,0xc61f39418cd27820b5d4e9ba4a7197eefaeb8b05
Token,Rugpull,,2021-08-30,tama,tamagochiswap,tamadoge,0.018955415,,,1,polygon-pos,0xc61f39418cd27820b5d4e9ba4a7197eefaeb8b05
Token,Rugpull,"$573,223",2022-10-11,tme,the micro eleme...,tate-stop,2.72e-05,,1300.11,1,ethereum,0x9c4cf40b5b5c3a58761683e65a87902130eb1b7c
Token,Rugpull,"$573,223",2022-10-11,tme,the micro eleme...,tate-stop,2.729e-05,,,1,ethereum,0x9c4cf40b5b5c3a58761683e65a87902130eb1b7c
Token,Rugpull,"$202,000",2023-07-25,bear,bare bear rug p...,teddy-bear,3.19e-08,,1664637.0,1,pulsechain,0xd6c31ba0754c4383a41c0e9df042c62b5e918f6d
Token,Rugpull,"$202,000",2023-07-25,bear,bare bear rug p...,teddy-bear,2.46e-08,,,1,pulsechain,0xd6c31ba0754c4383a41c0e9df042c62b5e918f6d
Token,Honeypot,,2021-05-13,fun,fun token,terminal-of-fun,0.000460575,,1060696.0,1,solana,9MnKTgwFyXJgnZumHGT9NdHuzm98ACjkNwpLniLhpump
