category,type of issue,funds lost,rugged_date,symbol,name,id,price_float,market_cap_float,volume,wasrekt,contract_chain,contract_address
Token,Honeypot,,2021-05-28,1000x,1000xcoin,1000x-by-virtuals,0.004968925,,105980.0,1,base,0x352b850b733ab8bab50aed1dab5d22e3186ce984
Token,Honeypot,,2021-05-28,1000x,1000xcoin,1000x-by-virtuals,0.00310803,,,1,base,0x352b850b733ab8bab50aed1dab5d22e3186ce984
Token,Honeypot,,2021-04-24,1mil,1milnft,1million-nfts,1.145,,200685.0,1,"ethereum, near-protocol","0xa4ef4b0b23c1fc81d3f9ecf93510e64f58a4a016, a4ef4b0b23c1fc81d3f9ecf93510e64f58a4a016.factory.bridge.near"
Token,Honeypot,,2021-04-24,1mil,1milnft,1million-nfts,1.135,,,1,"ethereum, near-protocol","0xa4ef4b0b23c1fc81d3f9ecf93510e64f58a4a016, a4ef4b0b23c1fc81d3f9ecf93510e64f58a4a016.factory.bridge.near"
Token,Honeypot,,2021-03-16,888,mhp88,888-token,0.096283,,833745.0,1,solana,888R77WmcLJKyGeJjk1WktFAB5u5fkvmokHYsAu6Spyd
Token,Honeypot,,2021-03-16,888,mhp88,888-token,0.0967615,,,1,solana,888R77WmcLJKyGeJjk1WktFAB5u5fkvmokHYsAu6Spyd
Token,Rugpull,,2021-08-25,trip,tripland,a-trippy-ape,1.5765e-05,,38.98,1,apechain,0xf8efb9febf77d265b8b6cb5de6dd0d9dc5591856
Token,Rugpull,,2021-08-25,trip,tripland,a-trippy-ape,1.658e-05,,,1,apechain,0xf8efb9febf77d265b8b6cb5de6dd0d9dc5591856
Token,Honeypot,,2021-06-06,agn,argonnetwork,agnus-ai,0.00010559,,8444.76,1,ethereum,0x550775e17ed6767621a1aed580e6eb29ede981e9
Token,Honeypot,,2021-06-06,agn,argonnetwork,agnus-ai,9.9715e-05,,,1,ethereum,0x550775e17ed6767621a1aed580e6eb29ede981e9
Token,Rugpull,"$152,000",2022-11-16,ait,artificial inte...,ai-trader-agent,0.000461065,,14444.09,1,solana,D4G7rpcQBF5oVQwBzoDwHPiweJ5RYvuEVGdxqmPApump
Token,Rugpull,"$152,000",2022-11-16,ait,artificial inte...,ai-trader-agent,0.000489005,,,1,solana,D4G7rpcQBF5oVQwBzoDwHPiweJ5RYvuEVGdxqmPApump
Token,Rugpull,"$34,000",2023-02-08,aki,akiinutoken,aki-protocol,0.010015055,,3800882.0,1,polygon-pos,0x1a7e49125a6595588c9556f07a4c006461b24545
Token,Rugpull,"$34,000",2023-02-08,aki,akiinutoken,aki-protocol,0.01051431,,,1,polygon-pos,0x1a7e49125a6595588c9556f07a4c006461b24545
Token,Honeypot,,2021-05-16,alaska,alaskan,alaska,0.000134335,,5533.05,1,solana,s3ghbbWBTtMizNJKGmeMBd1URpisoQJxuDLrheEX61g
Token,Honeypot,,2021-05-16,alaska,alaskan,alaska,0.000118325,,,1,solana,s3ghbbWBTtMizNJKGmeMBd1URpisoQJxuDLrheEX61g
Token,Honeypot,,2021-04-10,alphr,alphr.finance,alphr,0.7761285,,2516753.0,1,ethereum,0xaa99199d1e9644b588796f3215089878440d58e0
Token,Honeypot,,2021-04-10,alphr,alphr.finance,alphr,0.7539095,,,1,ethereum,0xaa99199d1e9644b588796f3215089878440d58e0
Token,Honeypot,,2021-06-05,amc,wrapped amc,amc-3,2.45e-08,,176614.0,1,ethereum,0x426a688ee72811773eb64f5717a32981b56f10c1
Token,Honeypot,,2021-06-05,amc,wrapped amc,amc-3,2.28e-08,,,1,ethereum,0x426a688ee72811773eb64f5717a32981b56f10c1
Token,Rugpull,"$340,061",2023-04-07,atf,atf token,antfarm-token,0.138376,,3003.04,1,"ethereum, polygon-zkevm, avalanche, arbitrum-one","0x518b63da813d46556fea041a88b52e3caa8c16a8, 0x40df0c3bbaae5ea3a509d8f2aa9e086776c98e6c, 0x8af94528fbe3c4c148523e7aad48bcebcc0a71d7, 0xfb9fbcb328317123f5275cda30b6589d5841216b"
Token,Rugpull,"$340,061",2023-04-07,atf,atf token,antfarm-token,0.138112,,,1,"ethereum, polygon-zkevm, avalanche, arbitrum-one","0x518b63da813d46556fea041a88b52e3caa8c16a8, 0x40df0c3bbaae5ea3a509d8f2aa9e086776c98e6c, 0x8af94528fbe3c4c148523e7aad48bcebcc0a71d7, 0xfb9fbcb328317123f5275cda30b6589d5841216b"
Token,Rugpull,,2021-08-26,anti,antisocial.fina...,antitoken,0.001208785,,138483.0,1,solana,HB8KrN7Bb3iLWUPsozp67kS4gxtbA4W5QJX4wKPvpump
Token,Rugpull,,2021-08-26,anti,antisocial.fina...,antitoken,0.001215755,,,1,solana,HB8KrN7Bb3iLWUPsozp67kS4gxtbA4W5QJX4wKPvpump
Token,Honeypot,,2021-02-26,api,dorgdao,apicoin,0.000445375,,8185.87,1,solana,HmJ8VR1ugamWJTecfcNpmCG1hviMRWNXp7Pq68fzpump
Token,Honeypot,,2021-02-26,api,dorgdao,apicoin,0.000523305,,,1,solana,HmJ8VR1ugamWJTecfcNpmCG1hviMRWNXp7Pq68fzpump
Token,Rugpull,"$204,259",2022-07-15,apc,arenaplayapc,apin-pulse,1.6265e-05,,14020.54,1,pulsechain,0xbb101431d43b0e1fc31f000bf96826794806e0b4
Token,Rugpull,"$204,259",2022-07-15,apc,arenaplayapc,apin-pulse,1.6265e-05,,,1,pulsechain,0xbb101431d43b0e1fc31f000bf96826794806e0b4
Token,Honeypot,"$31,056",2020-12-06,apollo,apollo swap,apollo-3,165.6,,1701.45,1,solana,AY88hS3S3fkDtkSc7abEkYjcNsxuCiGD8Lq4PmwakZuL
Token,Honeypot,"$31,056",2020-12-06,apollo,apollo swap,apollo-3,183.075,,,1,solana,AY88hS3S3fkDtkSc7abEkYjcNsxuCiGD8Lq4PmwakZuL
Token,Honeypot,,2021-04-14,apn,apron network,apron,0.06033,,1721376.0,1,ethereum,0xd4342a57ecf2fe7ffa37c33cb8f63b1500e575e6
Token,Honeypot,,2021-04-14,apn,apron network,apron,0.057407,,,1,ethereum,0xd4342a57ecf2fe7ffa37c33cb8f63b1500e575e6
Token,Rugpull,"$207,371",2023-06-30,arch,archway fake,archway,0.051074,,11780.88,1,"archway, osmosis","aarch, ibc/23AB778D694C1ECFC59B91D8C399C115CC53B0BD1C61020D8E19519F002BDD85"
Token,Rugpull,"$207,371",2023-06-30,arch,archway fake,archway,0.050254,,,1,"archway, osmosis","aarch, ibc/23AB778D694C1ECFC59B91D8C399C115CC53B0BD1C61020D8E19519F002BDD85"
Token,Honeypot,,2021-04-25,ares,ares protocol,ares-protocol,0.026267595,,2096182.0,1,"ethereum, binance-smart-chain","0x358aa737e033f34df7c54306960a38d09aabd523, 0xf9752a6e8a5e5f5e6eb3ab4e7d8492460fb319f0"
Token,Honeypot,,2021-04-25,ares,ares protocol,ares-protocol,0.032760435,,,1,"ethereum, binance-smart-chain","0x358aa737e033f34df7c54306960a38d09aabd523, 0xf9752a6e8a5e5f5e6eb3ab4e7d8492460fb319f0"
Token,Honeypot,,2021-05-17,argo,argoapp,argo-finance,0.01825545,,64627.0,1,cronos,0x47a9d630dc5b28f75d3af3be3aaa982512cd89aa
Token,Honeypot,,2021-05-17,argo,argoapp,argo-finance,0.017341315,,,1,cronos,0x47a9d630dc5b28f75d3af3be3aaa982512cd89aa
Token,Honeypot,,2021-09-10,ars,arsenal fc fan ...,arris,0.000708745,,255125.0,1,ethereum,0x58a6d42d91f5995c9f76884d56271fb97d0561e7
Token,Honeypot,,2021-09-10,ars,arsenal fc fan ...,arris,0.000663445,,,1,ethereum,0x58a6d42d91f5995c9f76884d56271fb97d0561e7
Token,Rugpull,,2021-08-26,rum,rum coin,arrland-rum,0.00091925,,34865.0,1,polygon-pos,0x14e5386f47466a463f85d151653e1736c0c50fc3
Token,Rugpull,,2021-08-26,rum,rum coin,arrland-rum,0.00093934,,,1,polygon-pos,0x14e5386f47466a463f85d151653e1736c0c50fc3
Token,Honeypot,"$38,798",2021-01-12,glxy,galaxy defi,astrals-glxy,0.00076404,,19295.51,1,solana,CJ5U6wPmjxFUyTJpUTS7Rt1UqhTmSVRMvmJ8WD4nndXW
Token,Honeypot,"$38,798",2021-01-12,glxy,galaxy defi,astrals-glxy,0.00099745,,,1,solana,CJ5U6wPmjxFUyTJpUTS7Rt1UqhTmSVRMvmJ8WD4nndXW
Token,Rugpull,,2021-08-26,axe,axe token,axe-cap,1.315,,467574.0,1,ethereum,0x070e984fda37dd942f5c953f6b2375339adac308
Token,Rugpull,,2021-08-26,axe,axe token,axe-cap,1.43,,,1,ethereum,0x070e984fda37dd942f5c953f6b2375339adac308
Token,Rugpull,"$52,852",2022-06-08,babyelon,babyelon,baby-elon,0.0,,432531.0,1,binance-smart-chain,0x258903a8e68d5248de85cf8a0a173d9e046edd98
Token,Rugpull,"$52,852",2022-06-08,babyelon,babyelon,baby-elon,0.0,,,1,binance-smart-chain,0x258903a8e68d5248de85cf8a0a173d9e046edd98
Token,Rugpull,"$664,910",2022-02-09,babymusk,babymusk,baby-musk-2,3.35e-05,,616.2,1,binance-smart-chain,0x463627b85f1fc0e4f03949badd75271a3f981971
Token,Rugpull,"$664,910",2022-02-09,babymusk,babymusk,baby-musk-2,3.1785e-05,,,1,binance-smart-chain,0x463627b85f1fc0e4f03949badd75271a3f981971
Token,Honeypot,,2021-04-22,kitten,kitten.finance,baby-zeek,0.00012203,,6171.93,1,zksync,0x9d86578f4b935bed8398353c89bf0fca987dcef2
Token,Honeypot,,2021-04-22,kitten,kitten.finance,baby-zeek,0.00019059,,,1,zksync,0x9d86578f4b935bed8398353c89bf0fca987dcef2
Token,Rugpull,"$130,752",2023-06-24,babypepe,baby pepe token,babypepefi,0.004933095,,1157.29,1,binance-smart-chain,0xf1dc2f7d9b9de5421ee89ef746f482a16e213383
Token,Rugpull,"$130,752",2023-06-24,babypepe,baby pepe token,babypepefi,0.004951375,,,1,binance-smart-chain,0xf1dc2f7d9b9de5421ee89ef746f482a16e213383
Token,Rugpull,,2021-08-26,bacon,bacon,bacondao,0.04394578,,64610.0,1,"ethereum, binance-smart-chain","0x34f797e7190c131cf630524655a618b5bd8738e7, 0x0615dbba33fe61a31c7ed131bda6655ed76748b1"
Token,Rugpull,,2021-08-26,bacon,bacon,bacondao,0.04469409,,,1,"ethereum, binance-smart-chain","0x34f797e7190c131cf630524655a618b5bd8738e7, 0x0615dbba33fe61a31c7ed131bda6655ed76748b1"
Token,Rugpull,"$23,129,572",2023-07-31,bald,bald rugpull,bald-world-order,1.628e-05,,319.09,1,the-open-network,EQDmw0xG9mF1l0KLgcjsDnnu79SkM0I4o09tAmRnkUBJuol5
Token,Rugpull,"$23,129,572",2023-07-31,bald,bald rugpull,bald-world-order,1.735e-05,,,1,the-open-network,EQDmw0xG9mF1l0KLgcjsDnnu79SkM0I4o09tAmRnkUBJuol5
Token,Rugpull,"$49,001",2023-06-16,bat,bat token,batic,0.000101345,,181.65,1,polygon-pos,0xd9a1070f832cc02ff9d839500eef6e8c64983726
Token,Rugpull,"$49,001",2023-06-16,bat,bat token,batic,0.0001195,,,1,polygon-pos,0xd9a1070f832cc02ff9d839500eef6e8c64983726
Token,Honeypot,,2021-03-01,bees,bee-swap.org,bee-launchpad,0.006421225,,48005.0,1,avalanche,0xde8232cf3cca014554e3b607e0fd554fbfdb20c6
Token,Honeypot,,2021-03-01,bees,bee-swap.org,bee-launchpad,0.00815888,,,1,avalanche,0xde8232cf3cca014554e3b607e0fd554fbfdb20c6
Token,Honeypot,,2021-05-14,beer,beer coin,beercoin-2,1.139e-05,,9304759.0,1,solana,AujTJJ7aMS8LDo3bFzoyXDwT3jBALUbu4VZhzZdTZLmG
Token,Honeypot,,2021-05-14,beer,beer coin,beercoin-2,1.25e-05,,,1,solana,AujTJJ7aMS8LDo3bFzoyXDwT3jBALUbu4VZhzZdTZLmG
Token,Rugpull,,2021-08-30,beets,beets farm,beets,0.0657095,,1107028.0,1,sonic,0x2d0e0814e62d80056181f5cd932274405966e4f0
Token,Rugpull,,2021-08-30,beets,beets farm,beets,0.067816,,,1,sonic,0x2d0e0814e62d80056181f5cd932274405966e4f0
Token,Honeypot,,2021-04-12,byn,beyond finance,beyond-finance,0.8499605,,6494682.0,1,"ethereum, polygon-pos","0x4bb3205bf648b7f59ef90dee0f1b62f6116bc7ca, 0x11602a402281974a70c2b4824d58ebede967e2be"
Token,Honeypot,,2021-04-12,byn,beyond finance,beyond-finance,0.847734,,,1,"ethereum, polygon-pos","0x4bb3205bf648b7f59ef90dee0f1b62f6116bc7ca, 0x11602a402281974a70c2b4824d58ebede967e2be"
Token,Honeypot,,2021-05-22,balls,ligma,big-balls-birds,0.000747,,754.77,1,the-open-network,EQCxXcLuDo7OLyks-iGODGCpPTi5G9Yhq3DVwpjTV53xfuOu
Token,Honeypot,,2021-05-22,balls,ligma,big-balls-birds,0.000801645,,,1,the-open-network,EQCxXcLuDo7OLyks-iGODGCpPTi5G9Yhq3DVwpjTV53xfuOu
Token,Rugpull,"$308,248",2023-08-04,tom,tommy vice city...,big-tom,4.154e-07,,27729.0,1,ethereum,0xeeecd285f60e802ecb6d8d8d37790c887f9a4b33
Token,Rugpull,"$308,248",2023-08-04,tom,tommy vice city...,big-tom,3.426e-07,,,1,ethereum,0xeeecd285f60e802ecb6d8d8d37790c887f9a4b33
Token,Honeypot,,2021-05-14,bingo,bingo inu,bingo-3,0.005566905,,11547.19,1,avalanche,0xb262a485d98d8e19175818d47453e7812ca255a8
Token,Honeypot,,2021-05-14,bingo,bingo inu,bingo-3,0.00396537,,,1,avalanche,0xb262a485d98d8e19175818d47453e7812ca255a8
Token,Honeypot,,2021-06-17,spwn,bitspawn token,bitspawn,0.00581088,,505467.0,1,"ethereum, solana","0xe516d78d784c77d479977be58905b3f2b1111126, 5U9QqCPhqXAJcEv9uyzFJd5zhN93vuPk1aNNkXnUfPnt"
Token,Honeypot,,2021-06-17,spwn,bitspawn token,bitspawn,0.005983155,,,1,"ethereum, solana","0xe516d78d784c77d479977be58905b3f2b1111126, 5U9QqCPhqXAJcEv9uyzFJd5zhN93vuPk1aNNkXnUfPnt"
Token,Honeypot,,2021-04-25,bdrop,bullsdrop,blockdrop,0.1065975,,174773.0,1,solana,DcJLACAUR25RujgxBVhZtcWPCTjzSw6YDM8E7oipiT3k
Token,Honeypot,,2021-04-25,bdrop,bullsdrop,blockdrop,0.1187125,,,1,solana,DcJLACAUR25RujgxBVhZtcWPCTjzSw6YDM8E7oipiT3k
Token,Rugpull,"$1,289",2020-11-05,bld,bloody finance,blove-dapp-token,0.083934,,4147.0,1,,
Token,Rugpull,"$1,289",2020-11-05,bld,bloody finance,blove-dapp-token,0.147525,,,1,,
Token,Honeypot,"$26,471",2020-12-08,bondly,bondly finance ...,bondly,0.708831,,13909452.0,1,"ethereum, binance-smart-chain, polygon-pos","0x91dfbee3965baaee32784c2d546b7a0c62f268c9, 0x5d0158a5c3ddf47d4ea4517d8db0d76aa2e87563, 0x64ca1571d1476b7a21c5aaf9f1a750a193a103c0"
Token,Honeypot,"$26,471",2020-12-08,bondly,bondly finance ...,bondly,0.702726,,,1,"ethereum, binance-smart-chain, polygon-pos","0x91dfbee3965baaee32784c2d546b7a0c62f268c9, 0x5d0158a5c3ddf47d4ea4517d8db0d76aa2e87563, 0x64ca1571d1476b7a21c5aaf9f1a750a193a103c0"
Token,Honeypot,,2021-04-11,bongo,bongo cat,bongo-cat,0.00477065,4769511.0,47769.0,1,solana,HUdqc5MR5h3FssESabPnQ1GTgTcPvnNudAuLj5J6a9sU
Token,Rugpull,"$150,000",2023-01-18,bonk,bonk inu (fake),bonk-on-eth,2.5e-09,,74651.0,1,ethereum,0x4fbaf51b95b024d0d7cab575be2a1f0afedc9b64
Token,Rugpull,"$150,000",2023-01-18,bonk,bonk inu (fake),bonk-on-eth,2.3e-09,,,1,ethereum,0x4fbaf51b95b024d0d7cab575be2a1f0afedc9b64
Token,Honeypot,,2021-03-27,boson,boson token,boson-protocol,1.0069595,,4626137.0,1,"ethereum, polygon-pos","0xc477d038d5420c6a9e0b031712f61c5120090de9, 0x9b3b0703d392321ad24338ff1f846650437a43c9"
Token,Honeypot,,2021-03-27,boson,boson token,boson-protocol,0.7698385,,,1,"ethereum, polygon-pos","0xc477d038d5420c6a9e0b031712f61c5120090de9, 0x9b3b0703d392321ad24338ff1f846650437a43c9"
Token,Rugpull,"$116,150",2023-02-06,rot,rot token,brainrot,0.008655875,,1031349.0,1,solana,APoM2sXUzdRHTkUjXSsdUheX1wPPdP4HFLotmtRNMU8P
Token,Rugpull,"$116,150",2023-02-06,rot,rot token,brainrot,0.009411015,,,1,solana,APoM2sXUzdRHTkUjXSsdUheX1wPPdP4HFLotmtRNMU8P
Token,Rugpull,"$168,213",2023-08-01,buu,majin buu rugpu...,buu,0.00281752,,410054.0,1,solana,28tVhteKZkzzWjrdHGXzxfm4SQkhrDrjLur9TYCDVULE
Token,Rugpull,"$168,213",2023-08-01,buu,majin buu rugpu...,buu,0.00281752,,,1,solana,28tVhteKZkzzWjrdHGXzxfm4SQkhrDrjLur9TYCDVULE
Token,Honeypot,,2021-02-28,cali,caliswap,calicoin,0.034957885,,261795.0,1,ethereum,0xb8fa12f8409da31a4fc43d15c4c78c33d8213b9b
Token,Honeypot,,2021-02-28,cali,caliswap,calicoin,0.03477454,,,1,ethereum,0xb8fa12f8409da31a4fc43d15c4c78c33d8213b9b
Token,Honeypot,,2021-05-16,cinu,chunky inu,canto-inu,1.9e-09,,57685.0,1,canto,0x7264610a66eca758a8ce95cf11ff5741e1fd0455
Token,Honeypot,,2021-05-16,cinu,chunky inu,canto-inu,1.6e-09,,,1,canto,0x7264610a66eca758a8ce95cf11ff5741e1fd0455
Token,Honeypot,,2021-04-28,care,safecare,carecoin,0.001142405,,2612807.0,1,ethereum,0x329cf160f30d21006bcd24b67eade561e54cde4c
Token,Honeypot,,2021-04-28,care,safecare,carecoin,0.00106466,,,1,ethereum,0x329cf160f30d21006bcd24b67eade561e54cde4c
Token,Honeypot,,2021-05-06,cxo,cargox,cargox,0.201193,33659208.0,13784.81,1,"ethereum, polygon-pos","0xb6ee9668771a79be7967ee29a63d4184f8097143, 0xf2ae0038696774d65e67892c9d301c5f2cbbda58"
Token,Honeypot,,2021-03-28,cspr,casper network,casper-network,0.01210482,155782182.0,7109203.0,1,casper-network,40bd4a45c414df61be3832e28ff6dcedc479744707c611fd97fea0d90619146f
Token,Honeypot,,2021-05-28,cfg,centrifuge,centrifuge,0.159818,83683714.0,460460.0,1,,
Token,Honeypot,,2021-04-29,cere,cerenetwork,cere-network,0.023166485,,6828425.0,1,ethereum,0x2da719db753dfa10a62e140f436e1d67f2ddb0d6
Token,Honeypot,,2021-04-29,cere,cerenetwork,cere-network,0.0231028,,,1,ethereum,0x2da719db753dfa10a62e140f436e1d67f2ddb0d6
Token,Rugpull,"$1,200,000",2022-04-19,chedda,cheddatoken,chedda-2,0.000691225,,109357.0,1,solana,GLiB37nqnPDghvVHFS9CJ21c5BDUQxSJS3BXBWduVoPm
Token,Rugpull,"$1,200,000",2022-04-19,chedda,cheddatoken,chedda-2,0.00066263,,,1,solana,GLiB37nqnPDghvVHFS9CJ21c5BDUQxSJS3BXBWduVoPm
Token,Honeypot,"$6,593",2020-11-28,cherry,cherry,cherrypicksai,0.0023021,,283.05,1,ethereum,0x001823d353a2d71ad744599390cbb2f8240afda9
Token,Honeypot,"$6,593",2020-11-28,cherry,cherry,cherrypicksai,0.00234904,,,1,ethereum,0x001823d353a2d71ad744599390cbb2f8240afda9
Token,Honeypot,,2021-04-20,chow,chowchow token,chow-chow,3.034e-07,,117779.0,1,ethereum,0x3e362038fd3d08887d498944d489af7909619a9b
Token,Honeypot,,2021-04-20,chow,chowchow token,chow-chow,2.918e-07,,,1,ethereum,0x3e362038fd3d08887d498944d489af7909619a9b
Token,Honeypot,,2021-04-17,col,collapsar,clash-of-lilliput,0.590499,,252216.0,1,binance-smart-chain,0x9ce116224459296abc7858627abd5879514bc629
Token,Honeypot,,2021-04-17,col,collapsar,clash-of-lilliput,0.5995995,,,1,binance-smart-chain,0x9ce116224459296abc7858627abd5879514bc629
Token,Rugpull,"$107,819",2023-11-23,gigs,fake gigs token...,climate101,6.09e-06,,171429.0,1,binance-smart-chain,0x0f34810810dd05d2bcaef091d54497ad40801ff2
Token,Rugpull,"$107,819",2023-11-23,gigs,fake gigs token...,climate101,5.585e-06,,,1,binance-smart-chain,0x0f34810810dd05d2bcaef091d54497ad40801ff2
Token,Honeypot,,2021-04-08,clv,clover.finance,clover-finance,1.31,,100954752.0,1,"ethereum, binance-smart-chain","0x80c62fe4487e1351b47ba49809ebd60ed085bf52, 0x09e889bb4d5b474f561db0491c38702f367a4e4d"
Token,Honeypot,,2021-04-08,clv,clover.finance,clover-finance,1.335,,,1,"ethereum, binance-smart-chain","0x80c62fe4487e1351b47ba49809ebd60ed085bf52, 0x09e889bb4d5b474f561db0491c38702f367a4e4d"
Token,Honeypot,,2021-05-23,cms,crypto moon sho...,cmusicai,0.00039441,,967.76,1,,
Token,Honeypot,,2021-05-23,cms,crypto moon sho...,cmusicai,0.000339035,,,1,,
Token,Honeypot,,2021-04-18,comet,comet,comet-token,3.1805e-05,,816.74,1,ergo,0cd8c9f416e5b1ca9f986a7f10a84191dfb85941619e49e53c0dc30ebf83324b
Token,Honeypot,,2021-04-18,comet,comet,comet-token,3.529e-05,,,1,ergo,0cd8c9f416e5b1ca9f986a7f10a84191dfb85941619e49e53c0dc30ebf83324b
Token,Rugpull,"$3,919",2021-03-10,ctb,contribute prot...,content-bitcoin,23.675,,104456.0,1,ethereum,0x435f6a29b100123ae46a3e8bf0541ab402949243
Token,Rugpull,"$3,919",2021-03-10,ctb,contribute prot...,content-bitcoin,23.965,,,1,ethereum,0x435f6a29b100123ae46a3e8bf0541ab402949243
Token,Honeypot,,2021-06-09,croc,croco inu,cropto-corn-token,0.247563,,74413.0,1,polygon-pos,0x0735fa49eb7d9ddf3e4d9a9f01229627f67632a1
Token,Honeypot,,2021-06-09,croc,croco inu,cropto-corn-token,0.245336,,,1,polygon-pos,0x0735fa49eb7d9ddf3e4d9a9f01229627f67632a1
Token,Rugpull,"$50,000",2023-04-16,crown,crown token,crown-token-77469f91-69f6-44dd-b356-152e2c39c0cc,1.0105,,161310.0,1,ethereum,0xf3bb9f16677f2b86efd1dfca1c141a99783fde58
Token,Rugpull,"$50,000",2023-04-16,crown,crown token,crown-token-77469f91-69f6-44dd-b356-152e2c39c0cc,0.999932,,,1,ethereum,0xf3bb9f16677f2b86efd1dfca1c141a99783fde58
Token,Honeypot,,2021-04-08,crwny,crowny.io,crowny-token,0.013337325,,2727906.0,1,solana,CRWNYkqdgvhGGae9CKfNka58j6QQkaD5bLhKXvUYqnc1
Token,Honeypot,,2021-04-08,crwny,crowny.io,crowny-token,0.0102612,,,1,solana,CRWNYkqdgvhGGae9CKfNka58j6QQkaD5bLhKXvUYqnc1
Token,Rugpull,"$113,002",2023-04-06,cbc,cbc token,cryptoboomcoin-official,0.00012325,,3667.56,1,solana,BNeaFbk7DRjMr1UhGuchRGMKvk2Z5bU9W8sNpn7Wvr9Y
Token,Rugpull,"$113,002",2023-04-06,cbc,cbc token,cryptoboomcoin-official,0.00012784,,,1,solana,BNeaFbk7DRjMr1UhGuchRGMKvk2Z5bU9W8sNpn7Wvr9Y
Token,Honeypot,,2021-05-27,cof,coffee shop dao,cryptoforce,1.767e-05,,105668.0,1,ethereum,0x230f5ed78a45452f726365b8ad1d6866f5faa68f
Token,Honeypot,,2021-05-27,cof,coffee shop dao,cryptoforce,2.132e-05,,,1,ethereum,0x230f5ed78a45452f726365b8ad1d6866f5faa68f
Token,Honeypot,,2021-04-08,crux,southern cross,cryptomines-reborn,0.04712496,,51136.0,1,binance-smart-chain,0xe0191fefdd0d2b39b1a2e4e029ccda8a481b7995
Token,Honeypot,,2021-04-08,crux,southern cross,cryptomines-reborn,0.04628951,,,1,binance-smart-chain,0xe0191fefdd0d2b39b1a2e4e029ccda8a481b7995
Token,Rugpull,"$90,000",2022-05-08,csr,cashera,csr,0.032520295,,117911.0,1,ethereum,0x75ecb52e403c617679fbd3e77a50f9d10a842387
Token,Rugpull,"$90,000",2022-05-08,csr,cashera,csr,0.03314586,,,1,ethereum,0x75ecb52e403c617679fbd3e77a50f9d10a842387
Token,Honeypot,,2021-03-29,cope,cope,cult-of-pepe,4.0265e-05,,723.48,1,solana,4J4W2tdq8gLLEdrq62HqCAbpPAci8SSQdSVvy6uLpump
Token,Honeypot,,2021-03-29,cope,cope,cult-of-pepe,4.0785e-05,,,1,solana,4J4W2tdq8gLLEdrq62HqCAbpPAci8SSQdSVvy6uLpump
Token,Rugpull,"$7,823",2020-11-14,cyi,cyber solidity,cyi-by-virtuals,0.002521045,,48163.0,1,base,0x49c86046903807d0a3193a221c1a3e1b1b6c9ba3
Token,Rugpull,"$7,823",2020-11-14,cyi,cyber solidity,cyi-by-virtuals,0.002449985,,,1,base,0x49c86046903807d0a3193a221c1a3e1b1b6c9ba3
Token,Rugpull,"$454,168",2023-11-24,cz,fake cz token r...,cz-on-hyperliquid,0.1905795,,44452.0,1,hyperliquid,0x3b5ff6cb91f71032578b53960090adfb
Token,Rugpull,"$454,168",2023-11-24,cz,fake cz token r...,cz-on-hyperliquid,0.191384,,,1,hyperliquid,0x3b5ff6cb91f71032578b53960090adfb
Token,Honeypot,,2021-03-17,dafi,dafi protocol,dafi-protocol,0.04423461,,870592.0,1,ethereum,0xfc979087305a826c2b2a0056cfaba50aad3e6439
Token,Honeypot,,2021-03-17,dafi,dafi protocol,dafi-protocol,0.042972145,,,1,ethereum,0xfc979087305a826c2b2a0056cfaba50aad3e6439
Token,Rugpull,"$113,971",2023-07-28,defido,defido rugpull,defino-base,6.196e-05,,14964.08,1,base,0x132bbda4a40d4d6288be49b637ec2c113b5d7600
Token,Rugpull,"$113,971",2023-07-28,defido,defido rugpull,defino-base,5.929e-05,,,1,base,0x132bbda4a40d4d6288be49b637ec2c113b5d7600
Token,Other,,2024-01-17,defi,defi fake token...,defiway,0.3553675,,1461.72,1,polygon-pos,0x18c3eb88c972390120bb4abd2f705c48f62e212c
Token,Other,,2024-01-17,defi,defi fake token...,defiway,0.3475295,,,1,polygon-pos,0x18c3eb88c972390120bb4abd2f705c48f62e212c
Token,Honeypot,,2021-04-19,dhv,dehive.finance,dehive,0.713362,,926335.0,1,"ethereum, xdai, binance-smart-chain, polygon-pos","0x62dc4817588d53a056cbbd18231d91ffccd34b2a, 0xfbdd194376de19a88118e84e279b977f165d01b8, 0x58759dd469ae5631c42cf8a473992335575b58d7, 0x5fcb9de282af6122ce3518cde28b7089c9f97b26"
Token,Honeypot,,2021-04-19,dhv,dehive.finance,dehive,0.7549935,,,1,"ethereum, xdai, binance-smart-chain, polygon-pos","0x62dc4817588d53a056cbbd18231d91ffccd34b2a, 0xfbdd194376de19a88118e84e279b977f165d01b8, 0x58759dd469ae5631c42cf8a473992335575b58d7, 0x5fcb9de282af6122ce3518cde28b7089c9f97b26"
Token,Honeypot,,2021-05-05,dfnd,d-fund.io,dfund,0.00310747,,554944.0,1,ethereum,0xd2adc1c84443ad06f0017adca346bd9b6fc52cab
Token,Honeypot,,2021-05-05,dfnd,d-fund.io,dfund,0.00288295,,,1,ethereum,0xd2adc1c84443ad06f0017adca346bd9b6fc52cab
Token,Rugpull,,2021-08-25,dmtc,demeter chain,diamond-the-cat-coin,9.8045e-05,,29208.0,1,solana,BmKNgdoCFAhjEszjfhrPmt8Kdq3TdWbPtdQoSKUdogHz
